sid,family,instance_type,naive_mae,naive_mase,snaive_mae,snaive_mase,gbm_mae,gbm_mase,gbm_vs_naive_pct
r5.xlarge@us-west-2b,memory,r5.xlarge,0.001772886904761905,0.27696261005539163,0.005559404761904762,0.8684971664440722,0.0014882954504337527,0.23250337705046947,16.052431407990575
r5.xlarge@us-west-2c,memory,r5.xlarge,0.0015078273809523807,0.31406127646715665,0.004839732142857143,1.0080546843397882,0.0012455196325656252,0.25942590684445055,17.396404369648433
t3.medium@ap-southeast-2a,burst,t3.medium,0.0002674702380952382,0.3520091456313317,0.0010443750000000002,1.374469002931908,0.0005749515766916688,0.7566756388744716,-114.95908508779418
t3.medium@ap-southeast-2b,burst,t3.medium,0.00020690476190476183,0.35562527708624614,0.000576577380952381,0.9910138798895065,0.00046264538588163396,0.7951890136900847,-123.60306337202114
t3.medium@ap-southeast-2c,burst,t3.medium,0.00036401785714285713,0.4414002201888542,0.0009909226190476187,1.20157144396925,0.0005652937040029517,0.6854629807909467,-55.29284976289084
t3.medium@eu-west-1a,burst,t3.medium,0.00018770833333333335,0.3126243326517206,0.0005644047619047618,0.9400044148417993,0.0004765633657889784,0.7937063930532503,-153.88503393863445
t3.medium@eu-west-1b,burst,t3.medium,0.0001953571428571429,0.328911765059589,0.0005756250000000001,0.9691472346157085,0.0004777719040586028,0.8043975150410014,-144.56331469178934
t3.medium@us-east-1a,burst,t3.medium,0.0002552083333333333,0.4179822206855136,0.0007827083333333335,1.2819258800942654,0.0005094420864356658,0.8343682661839974,-99.61812366458747
t3.medium@us-east-1b,burst,t3.medium,0.00017580357142857136,0.32707641196013276,0.0005747321428571429,1.0692691029900332,0.000489624371327876,0.9109290629355833,-178.5064986730428
t3.medium@us-east-1c,burst,t3.medium,0.0002045238095238095,0.3225729732165544,0.000640595238095238,1.0103406105228634,0.0004666463713998847,0.735990141263498,-128.16237018387847
t3.medium@us-west-2a,burst,t3.medium,0.00022619047619047618,0.31922507832215297,0.0006460119047619047,0.9117236250079804,0.0004615236370178595,0.6513533268769628,-104.0420289973695
t3.medium@us-west-2b,burst,t3.medium,0.00023839285714285716,0.30624042281823766,0.0007297619047619047,0.9374550770915339,0.000453017132012745,0.5819476292796517,-90.02965837238739
t3.medium@us-west-2c,burst,t3.medium,0.00023330357142857148,0.3096242220225676,0.0006994642857142859,0.9282801972157654,0.0004567569416419356,0.6061759442572009,-95.77794666627165
